"关键词","地区","日期","媒体指数"
"侠探杰克","全国","2016-12-06","2"
"侠探杰克","全国","2016-12-05","0"
"侠探杰克","全国","2016-12-04","0"
"侠探杰克","全国","2016-12-03","0"
"侠探杰克","全国","2016-12-02","0"
"侠探杰克","全国","2016-12-01","0"
"侠探杰克","全国","2016-11-30","0"
"侠探杰克","全国","2016-11-29","0"
"侠探杰克","全国","2016-11-28","0"
"侠探杰克","全国","2016-11-27","0"
"侠探杰克","全国","2016-11-26","0"
"侠探杰克","全国","2016-11-25","0"
"侠探杰克","全国","2016-11-24","0"
"侠探杰克","全国","2016-11-23","0"
"侠探杰克","全国","2016-11-22","0"
"侠探杰克","全国","2016-11-21","0"
"侠探杰克","全国","2016-11-20","0"
"侠探杰克","全国","2016-11-19","0"
"凶手还未睡","全国","2016-12-18","0"
"凶手还未睡","全国","2016-12-17","0"
"凶手还未睡","全国","2016-12-16","0"
"凶手还未睡","全国","2016-12-15","0"
"凶手还未睡","全国","2016-12-14","0"
"凶手还未睡","全国","2016-12-13","0"
"凶手还未睡","全国","2016-12-12","0"
"凶手还未睡","全国","2016-12-11","0"
"凶手还未睡","全国","2016-12-10","0"
"凶手还未睡","全国","2016-12-09","0"
"凶手还未睡","全国","2016-12-08","0"
"凶手还未睡","全国","2016-12-07","0"
"凶手还未睡","全国","2016-12-06","0"
"凶手还未睡","全国","2016-12-05","0"
"凶手还未睡","全国","2016-12-04","0"
"凶手还未睡","全国","2016-12-03","0"
"凶手还未睡","全国","2016-12-02","0"
"凶手还未睡","全国","2016-12-01","0"
"凶手还未睡","全国","2016-11-30","0"
"凶手还未睡","全国","2016-11-29","0"
"凶手还未睡","全国","2016-11-28","0"
"凶手还未睡","全国","2016-11-27","0"
"凶手还未睡","全国","2016-11-26","0"
"凶手还未睡","全国","2016-11-25","0"
"凶手还未睡","全国","2016-11-24","0"
"凶手还未睡","全国","2016-11-23","0"
"凶手还未睡","全国","2016-11-22","0"
"凶手还未睡","全国","2016-11-21","0"
"凶手还未睡","全国","2016-11-20","0"
"凶手还未睡","全国","2016-11-19","0"
"但丁密码","全国","2016-12-18","0"
"但丁密码","全国","2016-12-17","0"
"但丁密码","全国","2016-12-16","0"
"但丁密码","全国","2016-12-15","0"
"但丁密码","全国","2016-12-14","0"
"但丁密码","全国","2016-12-13","0"
"但丁密码","全国","2016-12-12","0"
"但丁密码","全国","2016-12-11","0"
"但丁密码","全国","2016-12-10","0"
"但丁密码","全国","2016-12-09","0"
"但丁密码","全国","2016-12-08","1"
"但丁密码","全国","2016-12-07","0"
"但丁密码","全国","2016-12-06","0"
"但丁密码","全国","2016-12-05","0"
"但丁密码","全国","2016-12-04","0"
"但丁密码","全国","2016-12-03","0"
"但丁密码","全国","2016-12-02","1"
"但丁密码","全国","2016-12-01","0"
"但丁密码","全国","2016-11-30","0"
"但丁密码","全国","2016-11-29","0"
"但丁密码","全国","2016-11-28","1"
"但丁密码","全国","2016-11-27","0"
"但丁密码","全国","2016-11-26","0"
"但丁密码","全国","2016-11-25","0"
"但丁密码","全国","2016-11-24","0"
"但丁密码","全国","2016-11-23","0"
"但丁密码","全国","2016-11-22","0"
"但丁密码","全国","2016-11-21","0"
"但丁密码","全国","2016-11-20","0"
"但丁密码","全国","2016-11-19","0"
"枕边有张脸","全国","2016-12-18","0"
"枕边有张脸","全国","2016-12-17","0"
"枕边有张脸","全国","2016-12-16","0"
"枕边有张脸","全国","2016-12-15","0"
"枕边有张脸","全国","2016-12-14","0"
"枕边有张脸","全国","2016-12-13","0"
"枕边有张脸","全国","2016-12-12","0"
"枕边有张脸","全国","2016-12-11","0"
"枕边有张脸","全国","2016-12-10","0"
"枕边有张脸","全国","2016-12-09","0"
"枕边有张脸","全国","2016-12-08","0"
"枕边有张脸","全国","2016-12-07","0"
"枕边有张脸","全国","2016-12-06","0"
"枕边有张脸","全国","2016-12-05","0"
"枕边有张脸","全国","2016-12-04","0"
"枕边有张脸","全国","2016-12-03","0"
"枕边有张脸","全国","2016-12-02","0"
"枕边有张脸","全国","2016-12-01","0"
"枕边有张脸","全国","2016-11-30","0"
"枕边有张脸","全国","2016-11-29","0"
"枕边有张脸","全国","2016-11-28","0"
"枕边有张脸","全国","2016-11-27","0"
"枕边有张脸","全国","2016-11-26","0"
"枕边有张脸","全国","2016-11-25","0"
"枕边有张脸","全国","2016-11-24","0"
"枕边有张脸","全国","2016-11-23","0"
"枕边有张脸","全国","2016-11-22","0"
"枕边有张脸","全国","2016-11-21","0"
"枕边有张脸","全国","2016-11-20","0"
"枕边有张脸","全国","2016-11-19","0"
"捉迷藏","全国","2016-12-18","0"
"捉迷藏","全国","2016-12-17","0"
"捉迷藏","全国","2016-12-16","1"
"捉迷藏","全国","2016-12-15","2"
"捉迷藏","全国","2016-12-14","2"
"捉迷藏","全国","2016-12-13","3"
"捉迷藏","全国","2016-12-12","17"
"捉迷藏","全国","2016-12-11","7"
"捉迷藏","全国","2016-12-10","2"
"捉迷藏","全国","2016-12-09","1"
"捉迷藏","全国","2016-12-08","0"
"捉迷藏","全国","2016-12-07","1"
"捉迷藏","全国","2016-12-06","2"
"捉迷藏","全国","2016-12-05","2"
"捉迷藏","全国","2016-12-04","0"
"捉迷藏","全国","2016-12-03","1"
"捉迷藏","全国","2016-12-02","1"
"捉迷藏","全国","2016-12-01","0"
"捉迷藏","全国","2016-11-30","1"
"捉迷藏","全国","2016-11-29","1"
"捉迷藏","全国","2016-11-28","2"
"捉迷藏","全国","2016-11-27","1"
"捉迷藏","全国","2016-11-26","1"
"捉迷藏","全国","2016-11-25","1"
"捉迷藏","全国","2016-11-24","5"
"捉迷藏","全国","2016-11-23","3"
"捉迷藏","全国","2016-11-22","3"
"捉迷藏","全国","2016-11-21","0"
"捉迷藏","全国","2016-11-20","0"
"捉迷藏","全国","2016-11-19","1"
"非常父子档","全国","2016-12-18","0"
"非常父子档","全国","2016-12-17","0"
"非常父子档","全国","2016-12-16","0"
"非常父子档","全国","2016-12-15","0"
"非常父子档","全国","2016-12-14","0"
"非常父子档","全国","2016-12-13","0"
"非常父子档","全国","2016-12-12","0"
"非常父子档","全国","2016-12-11","0"
"非常父子档","全国","2016-12-10","0"
"非常父子档","全国","2016-12-09","0"
"非常父子档","全国","2016-12-08","0"
"非常父子档","全国","2016-12-07","0"
"非常父子档","全国","2016-12-06","0"
"非常父子档","全国","2016-12-05","0"
"非常父子档","全国","2016-12-04","0"
"非常父子档","全国","2016-12-03","0"
"非常父子档","全国","2016-12-02","0"
"非常父子档","全国","2016-12-01","0"
"非常父子档","全国","2016-11-30","0"
"非常父子档","全国","2016-11-29","0"
"非常父子档","全国","2016-11-28","0"
"非常父子档","全国","2016-11-27","0"
"非常父子档","全国","2016-11-26","0"
"非常父子档","全国","2016-11-25","0"
"非常父子档","全国","2016-11-24","0"
"非常父子档","全国","2016-11-23","0"
"非常父子档","全国","2016-11-22","0"
"非常父子档","全国","2016-11-21","1"
"非常父子档","全国","2016-11-20","0"
"非常父子档","全国","2016-11-19","0"
"爵迹","全国","2016-12-18","0"
"爵迹","全国","2016-12-17","1"
"爵迹","全国","2016-12-16","3"
"爵迹","全国","2016-12-15","0"
"爵迹","全国","2016-12-14","4"
"爵迹","全国","2016-12-13","1"
"爵迹","全国","2016-12-12","1"
"爵迹","全国","2016-12-11","0"
"爵迹","全国","2016-12-10","0"
"爵迹","全国","2016-12-09","2"
"爵迹","全国","2016-12-08","1"
"爵迹","全国","2016-12-07","1"
"爵迹","全国","2016-12-06","1"
"爵迹","全国","2016-12-05","2"
"爵迹","全国","2016-12-04","0"
"爵迹","全国","2016-12-03","0"
"爵迹","全国","2016-12-02","0"
"爵迹","全国","2016-12-01","0"
"爵迹","全国","2016-11-30","1"
"爵迹","全国","2016-11-29","2"
"爵迹","全国","2016-11-28","0"
"爵迹","全国","2016-11-27","1"
"爵迹","全国","2016-11-26","0"
"爵迹","全国","2016-11-25","1"
"爵迹","全国","2016-11-24","0"
"爵迹","全国","2016-11-23","5"
"爵迹","全国","2016-11-22","2"
"爵迹","全国","2016-11-21","1"
"爵迹","全国","2016-11-20","1"
"爵迹","全国","2016-11-19","0"
"我不是潘金莲","全国","2016-12-18","0"
"我不是潘金莲","全国","2016-12-17","3"
"我不是潘金莲","全国","2016-12-16","2"
"我不是潘金莲","全国","2016-12-15","1"
"我不是潘金莲","全国","2016-12-14","2"
"我不是潘金莲","全国","2016-12-13","4"
"我不是潘金莲","全国","2016-12-12","6"
"我不是潘金莲","全国","2016-12-11","6"
"我不是潘金莲","全国","2016-12-10","7"
"我不是潘金莲","全国","2016-12-09","7"
"我不是潘金莲","全国","2016-12-08","8"
"我不是潘金莲","全国","2016-12-07","5"
"我不是潘金莲","全国","2016-12-06","7"
"我不是潘金莲","全国","2016-12-05","7"
"我不是潘金莲","全国","2016-12-04","4"
"我不是潘金莲","全国","2016-12-03","8"
"我不是潘金莲","全国","2016-12-02","66"
"我不是潘金莲","全国","2016-12-01","8"
"我不是潘金莲","全国","2016-11-30","78"
"我不是潘金莲","全国","2016-11-29","108"
"我不是潘金莲","全国","2016-11-28","150"
"我不是潘金莲","全国","2016-11-27","20"
"我不是潘金莲","全国","2016-11-26","55"
"我不是潘金莲","全国","2016-11-25","188"
"我不是潘金莲","全国","2016-11-24","170"
"我不是潘金莲","全国","2016-11-23","182"
"我不是潘金莲","全国","2016-11-22","375"
"我不是潘金莲","全国","2016-11-21","277"
"我不是潘金莲","全国","2016-11-20","129"
"我不是潘金莲","全国","2016-11-19","126"
"从你的全世界路过","全国","2016-12-18","0"
"从你的全世界路过","全国","2016-12-17","2"
"从你的全世界路过","全国","2016-12-16","0"
"从你的全世界路过","全国","2016-12-15","0"
"从你的全世界路过","全国","2016-12-14","0"
"从你的全世界路过","全国","2016-12-13","0"
"从你的全世界路过","全国","2016-12-12","1"
"从你的全世界路过","全国","2016-12-11","0"
"从你的全世界路过","全国","2016-12-10","1"
"从你的全世界路过","全国","2016-12-09","2"
"从你的全世界路过","全国","2016-12-08","0"
"从你的全世界路过","全国","2016-12-07","1"
"从你的全世界路过","全国","2016-12-06","3"
"从你的全世界路过","全国","2016-12-05","2"
"从你的全世界路过","全国","2016-12-04","1"
"从你的全世界路过","全国","2016-12-03","0"
"从你的全世界路过","全国","2016-12-02","1"
"从你的全世界路过","全国","2016-12-01","1"
"从你的全世界路过","全国","2016-11-30","0"
"从你的全世界路过","全国","2016-11-29","1"
"从你的全世界路过","全国","2016-11-28","2"
"从你的全世界路过","全国","2016-11-27","0"
"从你的全世界路过","全国","2016-11-26","0"
"从你的全世界路过","全国","2016-11-25","1"
"从你的全世界路过","全国","2016-11-24","0"
"从你的全世界路过","全国","2016-11-23","1"
"从你的全世界路过","全国","2016-11-22","0"
"从你的全世界路过","全国","2016-11-21","1"
"从你的全世界路过","全国","2016-11-20","0"
"从你的全世界路过","全国","2016-11-19","0"
"湄公河行动","全国","2016-12-18","1"
"湄公河行动","全国","2016-12-17","1"
"湄公河行动","全国","2016-12-16","4"
"湄公河行动","全国","2016-12-15","5"
"湄公河行动","全国","2016-12-14","0"
"湄公河行动","全国","2016-12-13","0"
"湄公河行动","全国","2016-12-12","0"
"湄公河行动","全国","2016-12-11","0"
"湄公河行动","全国","2016-12-10","1"
"湄公河行动","全国","2016-12-09","1"
"湄公河行动","全国","2016-12-08","0"
"湄公河行动","全国","2016-12-07","1"
"湄公河行动","全国","2016-12-06","1"
"湄公河行动","全国","2016-12-05","2"
"湄公河行动","全国","2016-12-04","0"
"湄公河行动","全国","2016-12-03","1"
"湄公河行动","全国","2016-12-02","3"
"湄公河行动","全国","2016-12-01","1"
"湄公河行动","全国","2016-11-30","4"
"湄公河行动","全国","2016-11-29","1"
"湄公河行动","全国","2016-11-28","2"
"湄公河行动","全国","2016-11-27","0"
"湄公河行动","全国","2016-11-26","1"
"湄公河行动","全国","2016-11-25","4"
"湄公河行动","全国","2016-11-24","0"
"湄公河行动","全国","2016-11-23","2"
"湄公河行动","全国","2016-11-22","0"
"湄公河行动","全国","2016-11-21","1"
"湄公河行动","全国","2016-11-20","0"
"湄公河行动","全国","2016-11-19","0"
"东北往事之破马张飞","全国","2016-12-18","0"
"东北往事之破马张飞","全国","2016-12-17","1"
"东北往事之破马张飞","全国","2016-12-16","5"
"东北往事之破马张飞","全国","2016-12-15","2"
"东北往事之破马张飞","全国","2016-12-14","2"
"东北往事之破马张飞","全国","2016-12-13","0"
"东北往事之破马张飞","全国","2016-12-12","0"
"东北往事之破马张飞","全国","2016-12-11","0"
"东北往事之破马张飞","全国","2016-12-10","0"
"东北往事之破马张飞","全国","2016-12-09","0"
"东北往事之破马张飞","全国","2016-12-08","0"
"东北往事之破马张飞","全国","2016-12-07","0"
"东北往事之破马张飞","全国","2016-12-06","0"
"东北往事之破马张飞","全国","2016-12-05","0"
"东北往事之破马张飞","全国","2016-12-04","0"
"东北往事之破马张飞","全国","2016-12-03","0"
"东北往事之破马张飞","全国","2016-12-02","0"
"东北往事之破马张飞","全国","2016-12-01","0"
"东北往事之破马张飞","全国","2016-11-30","0"
"东北往事之破马张飞","全国","2016-11-29","0"
"东北往事之破马张飞","全国","2016-11-28","0"
"东北往事之破马张飞","全国","2016-11-27","0"
"东北往事之破马张飞","全国","2016-11-26","0"
"东北往事之破马张飞","全国","2016-11-25","0"
"东北往事之破马张飞","全国","2016-11-24","0"
"东北往事之破马张飞","全国","2016-11-23","0"
"东北往事之破马张飞","全国","2016-11-22","0"
"东北往事之破马张飞","全国","2016-11-21","0"
"东北往事之破马张飞","全国","2016-11-20","0"
"东北往事之破马张飞","全国","2016-11-19","0"
"食人岛","全国","2016-12-18","0"
"食人岛","全国","2016-12-17","0"
"食人岛","全国","2016-12-16","0"
"食人岛","全国","2016-12-15","0"
"食人岛","全国","2016-12-14","0"
"食人岛","全国","2016-12-13","0"
"食人岛","全国","2016-12-12","0"
"食人岛","全国","2016-12-11","0"
"食人岛","全国","2016-12-10","0"
"食人岛","全国","2016-12-09","0"
"食人岛","全国","2016-12-08","0"
"食人岛","全国","2016-12-07","0"
"食人岛","全国","2016-12-06","3"
"食人岛","全国","2016-12-05","0"
"食人岛","全国","2016-12-04","1"
"食人岛","全国","2016-12-03","2"
"食人岛","全国","2016-12-02","1"
"食人岛","全国","2016-12-01","0"
"食人岛","全国","2016-11-30","0"
"食人岛","全国","2016-11-29","0"
"食人岛","全国","2016-11-28","0"
"食人岛","全国","2016-11-27","0"
"食人岛","全国","2016-11-26","0"
"食人岛","全国","2016-11-25","0"
"食人岛","全国","2016-11-24","0"
"食人岛","全国","2016-11-23","0"
"食人岛","全国","2016-11-22","0"
"食人岛","全国","2016-11-21","0"
"食人岛","全国","2016-11-20","0"
"食人岛","全国","2016-11-19","0"
"234说爱你","全国","2016-12-18","0"
"234说爱你","全国","2016-12-17","0"
"234说爱你","全国","2016-12-16","0"
"234说爱你","全国","2016-12-15","0"
"234说爱你","全国","2016-12-14","0"
"234说爱你","全国","2016-12-13","0"
"234说爱你","全国","2016-12-12","0"
"234说爱你","全国","2016-12-11","0"
"234说爱你","全国","2016-12-10","0"
"234说爱你","全国","2016-12-09","0"
"234说爱你","全国","2016-12-08","0"
"234说爱你","全国","2016-12-07","0"
"234说爱你","全国","2016-12-06","0"
"234说爱你","全国","2016-12-05","0"
"234说爱你","全国","2016-12-04","0"
"234说爱你","全国","2016-12-03","0"
"234说爱你","全国","2016-12-02","0"
"234说爱你","全国","2016-12-01","0"
"234说爱你","全国","2016-11-30","0"
"234说爱你","全国","2016-11-29","0"
"234说爱你","全国","2016-11-28","0"
"234说爱你","全国","2016-11-27","0"
"234说爱你","全国","2016-11-26","0"
"234说爱你","全国","2016-11-25","0"
"234说爱你","全国","2016-11-24","0"
"234说爱你","全国","2016-11-23","0"
"234说爱你","全国","2016-11-22","0"
"234说爱你","全国","2016-11-21","0"
"234说爱你","全国","2016-11-20","0"
"234说爱你","全国","2016-11-19","0"
"地球四季","全国","2016-12-18","0"
"地球四季","全国","2016-12-17","0"
"地球四季","全国","2016-12-16","0"
"地球四季","全国","2016-12-15","0"
"地球四季","全国","2016-12-14","0"
"地球四季","全国","2016-12-13","0"
"地球四季","全国","2016-12-12","0"
"地球四季","全国","2016-12-11","0"
"地球四季","全国","2016-12-10","0"
"地球四季","全国","2016-12-09","0"
"地球四季","全国","2016-12-08","0"
"地球四季","全国","2016-12-07","0"
"地球四季","全国","2016-12-06","0"
"地球四季","全国","2016-12-05","0"
"地球四季","全国","2016-12-04","0"
"地球四季","全国","2016-12-03","0"
"地球四季","全国","2016-12-02","0"
"地球四季","全国","2016-12-01","0"
"地球四季","全国","2016-11-30","0"
"地球四季","全国","2016-11-29","0"
"地球四季","全国","2016-11-28","0"
"地球四季","全国","2016-11-27","0"
"地球四季","全国","2016-11-26","0"
"地球四季","全国","2016-11-25","0"
"地球四季","全国","2016-11-24","0"
"地球四季","全国","2016-11-23","0"
"地球四季","全国","2016-11-22","0"
"地球四季","全国","2016-11-21","0"
"地球四季","全国","2016-11-20","0"
"地球四季","全国","2016-11-19","0"
"王牌逗王牌","全国","2016-12-18","0"
"王牌逗王牌","全国","2016-12-17","0"
"王牌逗王牌","全国","2016-12-16","0"
"王牌逗王牌","全国","2016-12-15","0"
"王牌逗王牌","全国","2016-12-14","1"
"王牌逗王牌","全国","2016-12-13","0"
"王牌逗王牌","全国","2016-12-12","0"
"王牌逗王牌","全国","2016-12-11","0"
"王牌逗王牌","全国","2016-12-10","0"
"王牌逗王牌","全国","2016-12-09","0"
"王牌逗王牌","全国","2016-12-08","1"
"王牌逗王牌","全国","2016-12-07","0"
"王牌逗王牌","全国","2016-12-06","0"
"王牌逗王牌","全国","2016-12-05","1"
"王牌逗王牌","全国","2016-12-04","0"
"王牌逗王牌","全国","2016-12-03","0"
"王牌逗王牌","全国","2016-12-02","0"
"王牌逗王牌","全国","2016-12-01","0"
"王牌逗王牌","全国","2016-11-30","0"
"王牌逗王牌","全国","2016-11-29","0"
"王牌逗王牌","全国","2016-11-28","0"
"王牌逗王牌","全国","2016-11-27","0"
"王牌逗王牌","全国","2016-11-26","0"
"王牌逗王牌","全国","2016-11-25","0"
"王牌逗王牌","全国","2016-11-24","0"
"王牌逗王牌","全国","2016-11-23","0"
"王牌逗王牌","全国","2016-11-22","0"
"王牌逗王牌","全国","2016-11-21","0"
"王牌逗王牌","全国","2016-11-20","0"
"王牌逗王牌","全国","2016-11-19","0"
"我是哪吒","全国","2016-12-18","0"
"我是哪吒","全国","2016-12-17","0"
"我是哪吒","全国","2016-12-16","0"
"我是哪吒","全国","2016-12-15","0"
"我是哪吒","全国","2016-12-14","0"
"我是哪吒","全国","2016-12-13","0"
"我是哪吒","全国","2016-12-12","0"
"我是哪吒","全国","2016-12-11","0"
"我是哪吒","全国","2016-12-10","0"
"我是哪吒","全国","2016-12-09","0"
"我是哪吒","全国","2016-12-08","0"
"我是哪吒","全国","2016-12-07","0"
"我是哪吒","全国","2016-12-06","0"
"我是哪吒","全国","2016-12-05","0"
"我是哪吒","全国","2016-12-04","0"
"我是哪吒","全国","2016-12-03","0"
"我是哪吒","全国","2016-12-02","0"
"我是哪吒","全国","2016-12-01","0"
"我是哪吒","全国","2016-11-30","0"
"我是哪吒","全国","2016-11-29","0"
"我是哪吒","全国","2016-11-28","0"
"我是哪吒","全国","2016-11-27","0"
"我是哪吒","全国","2016-11-26","0"
"我是哪吒","全国","2016-11-25","0"
"我是哪吒","全国","2016-11-24","0"
"我是哪吒","全国","2016-11-23","0"
"我是哪吒","全国","2016-11-22","0"
"我是哪吒","全国","2016-11-21","0"
"我是哪吒","全国","2016-11-20","0"
"我是哪吒","全国","2016-11-19","0"
"萤火奇兵","全国","2016-12-18","0"
"萤火奇兵","全国","2016-12-17","0"
"萤火奇兵","全国","2016-12-16","0"
"萤火奇兵","全国","2016-12-15","0"
"萤火奇兵","全国","2016-12-14","0"
"萤火奇兵","全国","2016-12-13","0"
"萤火奇兵","全国","2016-12-12","0"
"萤火奇兵","全国","2016-12-11","0"
"萤火奇兵","全国","2016-12-10","0"
"萤火奇兵","全国","2016-12-09","0"
"萤火奇兵","全国","2016-12-08","0"
"萤火奇兵","全国","2016-12-07","0"
"萤火奇兵","全国","2016-12-06","0"
"萤火奇兵","全国","2016-12-05","0"
"萤火奇兵","全国","2016-12-04","0"
"萤火奇兵","全国","2016-12-03","0"
"萤火奇兵","全国","2016-12-02","0"
"萤火奇兵","全国","2016-12-01","0"
"萤火奇兵","全国","2016-11-30","0"
"萤火奇兵","全国","2016-11-29","0"
"萤火奇兵","全国","2016-11-28","0"
"萤火奇兵","全国","2016-11-27","0"
"萤火奇兵","全国","2016-11-26","0"
"萤火奇兵","全国","2016-11-25","0"
"萤火奇兵","全国","2016-11-24","0"
"萤火奇兵","全国","2016-11-23","0"
"萤火奇兵","全国","2016-11-22","0"
"萤火奇兵","全国","2016-11-21","0"
"萤火奇兵","全国","2016-11-20","0"
"萤火奇兵","全国","2016-11-19","0"
"终结者2","全国","2016-12-18","0"
"终结者2","全国","2016-12-17","0"
"终结者2","全国","2016-12-16","0"
"终结者2","全国","2016-12-15","0"
"终结者2","全国","2016-12-14","0"
"终结者2","全国","2016-12-13","0"
"终结者2","全国","2016-12-12","1"
"终结者2","全国","2016-12-11","0"
"终结者2","全国","2016-12-10","0"
"终结者2","全国","2016-12-09","0"
"终结者2","全国","2016-12-08","0"
"终结者2","全国","2016-12-07","0"
"终结者2","全国","2016-12-06","0"
"终结者2","全国","2016-12-05","0"
"终结者2","全国","2016-12-04","0"
"终结者2","全国","2016-12-03","0"
"终结者2","全国","2016-12-02","0"
"终结者2","全国","2016-12-01","0"
"终结者2","全国","2016-11-30","2"
"终结者2","全国","2016-11-29","0"
"终结者2","全国","2016-11-28","0"
"终结者2","全国","2016-11-27","0"
"终结者2","全国","2016-11-26","0"
"终结者2","全国","2016-11-25","0"
"终结者2","全国","2016-11-24","0"
"终结者2","全国","2016-11-23","0"
"终结者2","全国","2016-11-22","0"
"终结者2","全国","2016-11-21","0"
"终结者2","全国","2016-11-20","1"
"终结者2","全国","2016-11-19","0"
"新东方神娃","全国","2016-12-18","0"
"新东方神娃","全国","2016-12-17","0"
"新东方神娃","全国","2016-12-16","0"
"新东方神娃","全国","2016-12-15","0"
"新东方神娃","全国","2016-12-14","0"
"新东方神娃","全国","2016-12-13","0"
"新东方神娃","全国","2016-12-12","0"
"新东方神娃","全国","2016-12-11","0"
"新东方神娃","全国","2016-12-10","0"
"新东方神娃","全国","2016-12-09","0"
"新东方神娃","全国","2016-12-08","0"
"新东方神娃","全国","2016-12-07","0"
"新东方神娃","全国","2016-12-06","0"
"新东方神娃","全国","2016-12-05","0"
"新东方神娃","全国","2016-12-04","0"
"新东方神娃","全国","2016-12-03","0"
"新东方神娃","全国","2016-12-02","0"
"新东方神娃","全国","2016-12-01","0"
"新东方神娃","全国","2016-11-30","0"
"新东方神娃","全国","2016-11-29","0"
"新东方神娃","全国","2016-11-28","0"
"新东方神娃","全国","2016-11-27","0"
"新东方神娃","全国","2016-11-26","0"
"新东方神娃","全国","2016-11-25","0"
"新东方神娃","全国","2016-11-24","0"
"新东方神娃","全国","2016-11-23","0"
"新东方神娃","全国","2016-11-22","0"
"新东方神娃","全国","2016-11-21","0"
"新东方神娃","全国","2016-11-20","0"
"新东方神娃","全国","2016-11-19","0"
"幽灵医院","全国","2016-12-18","0"
"幽灵医院","全国","2016-12-17","0"
"幽灵医院","全国","2016-12-16","0"
"幽灵医院","全国","2016-12-15","0"
"幽灵医院","全国","2016-12-14","0"
"幽灵医院","全国","2016-12-13","0"
"幽灵医院","全国","2016-12-12","0"
"幽灵医院","全国","2016-12-11","0"
"幽灵医院","全国","2016-12-10","0"
"幽灵医院","全国","2016-12-09","0"
"幽灵医院","全国","2016-12-08","0"
"幽灵医院","全国","2016-12-07","0"
"幽灵医院","全国","2016-12-06","0"
"幽灵医院","全国","2016-12-05","0"
"幽灵医院","全国","2016-12-04","0"
"幽灵医院","全国","2016-12-03","0"
"幽灵医院","全国","2016-12-02","0"
"幽灵医院","全国","2016-12-01","0"
"幽灵医院","全国","2016-11-30","0"
"幽灵医院","全国","2016-11-29","0"
"幽灵医院","全国","2016-11-28","0"
"幽灵医院","全国","2016-11-27","0"
"幽灵医院","全国","2016-11-26","0"
"幽灵医院","全国","2016-11-25","0"
"幽灵医院","全国","2016-11-24","0"
"幽灵医院","全国","2016-11-23","0"
"幽灵医院","全国","2016-11-22","0"
"幽灵医院","全国","2016-11-21","0"
"幽灵医院","全国","2016-11-20","0"
"幽灵医院","全国","2016-11-19","0"
"暗杀游戏","全国","2016-12-18","0"
"暗杀游戏","全国","2016-12-17","0"
"暗杀游戏","全国","2016-12-16","0"
"暗杀游戏","全国","2016-12-15","0"
"暗杀游戏","全国","2016-12-14","0"
"暗杀游戏","全国","2016-12-13","0"
"暗杀游戏","全国","2016-12-12","0"
"暗杀游戏","全国","2016-12-11","0"
"暗杀游戏","全国","2016-12-10","0"
"暗杀游戏","全国","2016-12-09","0"
"暗杀游戏","全国","2016-12-08","0"
"暗杀游戏","全国","2016-12-07","0"
"暗杀游戏","全国","2016-12-06","0"
"暗杀游戏","全国","2016-12-05","0"
"暗杀游戏","全国","2016-12-04","0"
"暗杀游戏","全国","2016-12-03","0"
"暗杀游戏","全国","2016-12-02","0"
"暗杀游戏","全国","2016-12-01","0"
"暗杀游戏","全国","2016-11-30","0"
"暗杀游戏","全国","2016-11-29","0"
"暗杀游戏","全国","2016-11-28","0"
"暗杀游戏","全国","2016-11-27","0"
"暗杀游戏","全国","2016-11-26","0"
"暗杀游戏","全国","2016-11-25","0"
"暗杀游戏","全国","2016-11-24","0"
"暗杀游戏","全国","2016-11-23","0"
"暗杀游戏","全国","2016-11-22","0"
"暗杀游戏","全国","2016-11-21","0"
"暗杀游戏","全国","2016-11-20","0"
"暗杀游戏","全国","2016-11-19","0"
"育婴室","全国","2016-12-18","0"
"育婴室","全国","2016-12-17","0"
"育婴室","全国","2016-12-16","0"
"育婴室","全国","2016-12-15","0"
"育婴室","全国","2016-12-14","0"
"育婴室","全国","2016-12-13","0"
"育婴室","全国","2016-12-12","0"
"育婴室","全国","2016-12-11","0"
"育婴室","全国","2016-12-10","0"
"育婴室","全国","2016-12-09","0"
"育婴室","全国","2016-12-08","0"
"育婴室","全国","2016-12-07","0"
"育婴室","全国","2016-12-06","0"
"育婴室","全国","2016-12-05","0"
"育婴室","全国","2016-12-04","0"
"育婴室","全国","2016-12-03","0"
"育婴室","全国","2016-12-02","0"
"育婴室","全国","2016-12-01","0"
"育婴室","全国","2016-11-30","0"
"育婴室","全国","2016-11-29","0"
"育婴室","全国","2016-11-28","0"
"育婴室","全国","2016-11-27","0"
"育婴室","全国","2016-11-26","0"
"育婴室","全国","2016-11-25","0"
"育婴室","全国","2016-11-24","0"
"育婴室","全国","2016-11-23","0"
"育婴室","全国","2016-11-22","0"
"育婴室","全国","2016-11-21","0"
"育婴室","全国","2016-11-20","0"
"育婴室","全国","2016-11-19","0"
"笑林足球","全国","2016-12-18","0"
"笑林足球","全国","2016-12-17","0"
"笑林足球","全国","2016-12-16","0"
"笑林足球","全国","2016-12-15","0"
"笑林足球","全国","2016-12-14","0"
"笑林足球","全国","2016-12-13","0"
"笑林足球","全国","2016-12-12","0"
"笑林足球","全国","2016-12-11","0"
"笑林足球","全国","2016-12-10","0"
"笑林足球","全国","2016-12-09","0"
"笑林足球","全国","2016-12-08","0"
"笑林足球","全国","2016-12-07","0"
"笑林足球","全国","2016-12-06","0"
"笑林足球","全国","2016-12-05","0"
"笑林足球","全国","2016-12-04","0"
"笑林足球","全国","2016-12-03","0"
"笑林足球","全国","2016-12-02","0"
